text,optionA,optionB,optionC,optionD,correctOption,difficulty,classLevel,term,explanation,topicTitle
"Which gate has the truth table where output is 0 only when all inputs are 1?","AND","OR","NAND","NOR","C","HARD","SS3","THIRD","The NAND gate is the complement of the AND gate. Its output is LOW (0) only when ALL inputs are HIGH (1). For all other input combinations, the output is HIGH (1).","Electronics"
"The process of superimposing information signals onto a carrier wave is called","amplification","modulation","rectification","attenuation","B","HARD","SS3","THIRD","Modulation is the process of varying a property (amplitude, frequency or phase) of a high-frequency carrier wave in accordance with a lower-frequency information signal for transmission purposes.","Electronics"
"Which of the following correctly defines the term 'work function' in photoelectric emission?","The maximum kinetic energy of emitted electrons","The minimum energy required to remove an electron from a metal surface","The energy of the incident photon","The frequency threshold of incident light","B","HARD","SS3","SECOND","The work function (W or φ) is the minimum energy needed to liberate an electron from the surface of a metal. It varies for different metals. The threshold frequency f₀ = W/h.","Atomic Physics"
"An atom has atomic number 11 and mass number 23. How many neutrons does it have?","11","23","12","34","C","EASY","SS3","SECOND","Number of neutrons = Mass number - Atomic number = 23 - 11 = 12. This is sodium (Na), with 11 protons, 12 neutrons and 11 electrons.","Atomic Physics"
"The acceleration due to gravity on the Moon is approximately 1/6 that on Earth. If a man weighs 600 N on Earth, his weight on the Moon is","600 N","100 N","3600 N","60 N","B","MEDIUM","SS1","SECOND","Weight on Moon = mg_moon = mg_earth/6 = 600/6 = 100 N. His mass remains 60 kg but his weight changes because gravitational field strength is different.","Forces"
"A stone of mass 0.5 kg is dropped from a height of 20 m. What is its speed just before hitting the ground? (g = 10 m/s²)","20 m/s","10 m/s","200 m/s","100 m/s","A","MEDIUM","SS1","THIRD","Using energy conservation: ½mv² = mgh → v = √(2gh) = √(2 × 10 × 20) = √400 = 20 m/s. Alternatively, v² = 2gh.","Work, Energy & Power"
"Which of the following is an example of potential energy being converted to kinetic energy?","Charging a battery","A ball falling from a height","Compressing a spring","Heating water","B","EASY","SS1","THIRD","As a ball falls, its gravitational potential energy (mgh) is progressively converted into kinetic energy (½mv²). At the point of impact, almost all PE has become KE (ignoring air resistance).","Work, Energy & Power"
"The frequency range of sounds audible to a normal human ear is approximately","20 Hz to 20,000 Hz","200 Hz to 200,000 Hz","2 Hz to 2,000 Hz","20 kHz to 200 kHz","A","EASY","SS2","SECOND","The normal human hearing range is approximately 20 Hz to 20,000 Hz (20 kHz). Sounds below 20 Hz are infrasound; above 20,000 Hz are ultrasound.","Sound"
"Ultrasonics are used in","radio transmission","television broadcasting","medical scanning (sonar)","measuring rainfall","C","MEDIUM","SS2","SECOND","Ultrasound (frequencies above 20,000 Hz) is used in medical ultrasound scanning (sonography) to image internal organs, in sonar for submarine detection and in non-destructive testing of materials.","Sound"
"The pressure at a depth h in a liquid of density ρ is given by","P = hg","P = ρh","P = ρhg","P = ρg/h","C","MEDIUM","SS2","FIRST","Pressure due to a column of liquid: P = ρgh, where ρ is the liquid density (kg/m³), g is gravitational acceleration (m/s²) and h is the depth (m).","Pressure"
"A gas occupies 500 cm³ at a pressure of 100 kPa. At constant temperature, what volume will it occupy at 250 kPa?","200 cm³","1250 cm³","125 cm³","400 cm³","A","MEDIUM","SS2","FIRST","Boyle's law: P₁V₁ = P₂V₂ at constant temperature. V₂ = P₁V₁/P₂ = (100 × 500)/250 = 200 cm³.","Pressure"
"The device used to measure the electromotive force (EMF) of a cell accurately is a","voltmeter","ammeter","potentiometer","galvanometer","C","HARD","SS2","THIRD","A potentiometer measures EMF accurately because it draws no current from the source being measured (null deflection method). A voltmeter has finite resistance and causes a slight current to flow, giving a slightly lower reading.","Electricity Basics"
"When light travels from a less dense to a more dense medium, it","speeds up and bends away from the normal","slows down and bends towards the normal","slows down and bends away from the normal","speeds up and bends towards the normal","B","MEDIUM","SS2","THIRD","When light enters a denser medium, it slows down and bends towards the normal (angle of refraction < angle of incidence). Snell's law: n₁sinθ₁ = n₂sinθ₂.","Light & Optics"
"The unit of radioactivity (rate of decay) is the","Gray","Sievert","Becquerel","Roentgen","C","HARD","SS3","SECOND","The SI unit of radioactivity (number of decays per second) is the Becquerel (Bq). 1 Bq = 1 decay per second. The older unit is the Curie (Ci), where 1 Ci = 3.7 × 10¹⁰ Bq.","Nuclear Physics"
"In which direction does the force on a positive charge moving to the right in a magnetic field directed into the page act?","Downward","Upward","To the left","Into the page","B","HARD","SS3","FIRST","Using Fleming's right-hand rule (or F = qv × B): velocity is to the right (+x), B is into the page (-z). F = q(v × B) = q(+x × -z) = q(+y) = upward direction.","Electromagnetism"
